type,K,T1,T2,Td,zeta,omega_n,num,den,sprunghoehe_target,sprungzeit_target,Kp,Ki,Kd,Tu,Tg,Overshoot,Label,type_PT1,type_PT1+Td,type_PT2,type_PT2+Td,ISE,rise_time,ss_error
PT1+Td,2.340705608370487,29.79516251124653,0.0,2.118115655932173,,,[2.340705608370487],"[29.79516251124653, 1]",1,20,2.3740318981226456,0.1226540122839903,0.697000469756287,26.313156578289146,5.102551275637818,0.0360753513643912,good,False,True,False,False,6.051245065148692,1.7485703392369063,49.0
PT1+Td,2.9233232740656905,45.47024323762043,0.0,0.7400593226261716,,,[2.9233232740656905],"[45.47024323762043, 1]",1,20,2.680050055793314,0.0874466402686052,0.1054416347818308,31.015507753876932,5.60280140070035,0.0280361144269797,good,False,True,False,False,7.261521858505404,1.9200248576565881,49.0
PT1+Td,0.9361506785989298,36.6146084792533,0.0,2.1894843584978605,,,[0.9361506785989298],"[36.6146084792533, 1]",1,20,0.7431328013796935,0.0292807033724314,0.1441884414920853,165.28264132066033,42.82141070535268,0.0031688718640504,good,False,True,False,False,4.227905359616521,0.037919487374384754,49.0
PT1,1.2790219213824314,11.853314197287956,0.0,0.0,,,[1.2790219213824314],"[11.853314197287956, 1]",1,20,0.9546923532980882,0.9765848721268192,0.0467422785229074,9.004502251125562,3.301650825412706,0.4082270556301017,good,True,False,False,False,9.210440366976517,-4.93518115237145,49.0
PT1,2.245809906295187,43.37166100595374,0.0,0.0,,,[2.245809906295187],"[43.37166100595374, 1]",1,20,1.3714337860478318,0.5104650253883432,0.7644562249446523,17.6088044022011,6.003001500750375,0.4181503091378922,good,True,False,False,False,6.666693180276803,3.7538133874157684,49.0
PT1,1.0652965698358194,49.426818362645605,0.0,0.0,,,[1.0652965698358194],"[49.426818362645605, 1]",1,20,1.4459534635340523,0.8548939983412615,0.9359413817611686,22.01100550275137,8.004002001000499,0.5549776121453188,good,True,False,False,False,8.462161002370578,3.5648291780260632,49.0
PT1,0.7205076199611994,36.37241601197204,0.0,0.0,,,[0.7205076199611994],"[36.372416011972035, 1]",1,20,1.743138270125809,0.4188685394913816,0.9135606725605911,32.416208104052025,11.50575287643822,0.342987975059314,good,True,False,False,False,7.754398048118768,1.395800017148696,49.0
PT2+Td,2.6002832935817244,12.4014726540558,2.3851449984850768,4.997714376264823,,,[2.6002832935817244],[29.57931047 14.78661765  1.        ],1,20,0.9176774015232212,0.0677626057745581,0.579617026864886,21.61080540270135,6.3031515757878935,0.0,good,False,False,False,True,5.120652874766045,1.4762310460168164,49.0
PT2,2.8881900638881004,2.5625414495272167,12.77372982726059,0.0,,,[2.8881900638881004],[32.73321215 15.33627128  1.        ],1,20,2.266555874201058,0.5261551372336195,0.6117675945768212,7.503751875937969,2.901450725362681,0.4500256135271693,good,False,False,True,False,9.210440366976517,11.088535908141349,49.0
PT1+Td,2.062004004390261,1.9687133503527807,0.0,1.3117494182828155,,,[2.0620040043902614],"[1.9687133503527807, 1]",1,20,0.5684864625181852,0.5900558616298881,0.2958468357211667,4.8024012006003,1.4007003501750874,0.0786573007889409,good,False,True,False,False,5.329726192941065,-0.4474342543907719,49.0
PT1,0.592069616382233,3.846874181775502,0.0,0.0,,,[0.592069616382233],"[3.846874181775502, 1]",1,20,0.619719434467467,0.9513634068848846,0.2658740324840076,8.704352176088044,3.4017008504252124,0.1980388830419668,good,True,False,False,False,8.586882172554908,-0.8193896585864254,49.0
PT1+Td,0.7262848845038845,34.370124334647016,0.0,2.729979211396617,,,[0.7262848845038845],"[34.370124334647016, 1]",1,20,1.2134911332743106,0.0895490059945067,0.1133336472973846,74.33716858429214,24.212106053026517,0.1061640027700603,good,False,True,False,False,5.867261708180402,0.20332582471718877,49.0
PT2+Td,2.8731632398958853,10.479485677594427,46.44304769984113,4.185564424435019,,,[2.8731632398958853],[486.69925319  56.92253338   1.        ],1,20,2.0455620788681577,0.1659442753532816,0.5004590967982211,29.31465732866433,11.705852926463232,0.6083523092017805,good,False,False,False,True,8.054446057074868,1.9906790638147054,49.0
PT1,0.6132743070880091,35.654310099525446,0.0,0.0,,,[0.6132743070880091],"[35.654310099525446, 1]",1,20,1.9374846372819745,0.0786667104275726,0.4107027369225862,100.15007503751876,25.51275637818909,0.0250838264841216,good,True,False,False,False,5.4685017290322895,0.13410902145668177,49.0
PT2+Td,2.9877719654556154,28.35912028731202,13.550259713497184,3.902811210964188,,,[2.9877719654556154],[384.27344514  41.90938      1.        ],1,20,0.8638545439500684,0.0160915017556837,0.4382934186509635,44.122061030515255,19.50975487743872,0.0287273049503169,good,False,False,False,True,6.5755526372082675,0.4281430957867993,49.0
PT2+Td,2.1977247706545797,43.63459735658839,7.332810673959301,0.359921541745584,,,[2.1977247706545793],[319.96424125  50.96740803   1.        ],1,20,2.9437240749640337,0.1751781991052622,0.9312253023338286,24.51225612806403,9.704852426213106,0.3960778636786539,good,False,False,False,True,8.10212891301305,2.215794385752437,49.0
PT1+Td,2.1219393825222346,10.14092800661982,0.0,2.4425369320948014,,,[2.1219393825222346],"[10.14092800661982, 1]",1,20,1.522483667289019,0.4015867827422551,0.1138128230151959,9.204602301150574,2.501250625312656,0.1168989425178528,good,False,True,False,False,6.661818339538831,1.4053083850113535,49.0
PT1,0.9010091358977214,30.705902698573137,0.0,0.0,,,[0.9010091358977214],"[30.705902698573137, 1]",1,20,1.1636377564245466,0.3084091951102149,0.6377215622489971,31.41570785392696,11.305652826413208,0.3287919509140854,good,True,False,False,False,7.781657108478785,1.4567662876282377,49.0
PT1+Td,1.0988634389782417,47.932779184939726,0.0,1.976320095777083,,,[1.0988634389782415],"[47.932779184939726, 1]",1,20,2.115716645224853,0.5680323266827263,0.8647033160209453,25.112556278139067,8.604302151075537,0.3984993075743125,good,False,True,False,False,8.139526088133566,2.6983370416414103,49.0
PT1+Td,1.6443989247249915,42.98848693501823,0.0,3.59464965246153,,,[1.6443989247249917],"[42.98848693501823, 1]",1,20,1.812576948588684,0.0665001397160149,0.0274955189450949,56.0280140070035,13.006503251625812,0.0450087544742569,good,False,True,False,False,6.956360242731077,0.7231709629025739,49.0
PT2+Td,1.186743511504856,38.2198331400089,17.50954919142248,1.384250910031123,,,[1.1867435115048561],[669.21204845  55.72938233   1.        ],1,20,1.2035963352083372,0.0591102663092613,0.805674518977822,74.13706853426713,30.815407703851925,0.3087973559446713,good,False,False,False,True,5.2445914058371,0.0924076917053021,49.0
PT1+Td,0.9731236488291212,48.65048967066161,0.0,1.1772334261753543,,,[0.9731236488291211],"[48.65048967066161, 1]",1,20,2.302693884044117,0.4887217846685521,0.2470791195412978,28.614307153576785,9.804902451225612,0.3673651382706384,good,False,True,False,False,8.027152044990165,2.0495966115515643,49.0
PT1,0.9520244559679754,46.608826534571705,0.0,0.0,,,[0.9520244559679754],"[46.608826534571705, 1]",1,20,1.0035511585139716,0.5471178547879648,0.9074282827921376,28.614307153576785,10.705352676338167,0.529852649379479,good,True,False,False,False,8.101540453257169,1.9440898938790718,49.0
PT1,1.4659544583348412,44.62939977440402,0.0,0.0,,,[1.4659544583348412],"[44.62939977440402, 1]",1,20,2.576296667390701,0.6193044140943007,0.4247316215593523,19.2096048024012,6.203101550775387,0.3397459145439511,good,True,False,False,False,7.677597410018979,3.5289549610845494,49.0
PT2+Td,1.1520562256228966,49.82139945407365,1.805455264535912,1.1849011172641228,,,[1.1520562256228966],[89.95030793 51.62685472  1.        ],1,20,2.857223547402553,0.5167971388358152,0.7866684471119959,25.112556278139067,9.104552276138069,0.4386101570578995,good,False,False,False,True,8.204933929556804,2.56448617798804,49.0
PT1+Td,1.4744277829661292,19.820895480525145,0.0,2.2738246145693486,,,[1.4744277829661292],"[19.820895480525145, 1]",1,20,0.7734213045484826,0.2063133071880752,0.6018250189434149,24.412206103051524,8.404202101050524,0.243601654542211,good,False,True,False,False,7.821547376253704,2.3243855438439414,49.0
PT2,1.0848520706194202,40.307725134572046,19.022729566694924,0.0,,,[1.0848520706194202],[766.76295468  59.3304547    1.        ],1,20,2.0928832805862627,0.1320564986177699,0.7563613490786126,57.32866433216608,23.71185592796398,0.5239429839781449,good,False,False,True,False,6.030412864532354,0.1977460373110739,49.0
PT1+Td,1.6121745743441604,49.8848160236764,0.0,0.7965765351716434,,,[1.6121745743441604],"[49.8848160236764, 1]",1,20,1.659843723557621,0.7825958354318392,0.5772683370117794,18.209104552276138,6.4032016008004,0.4966226006521128,good,False,True,False,False,7.318710669284015,3.870138497231559,49.0
PT2+Td,2.801553333661283,2.8311031052306035,41.33235456014894,1.6821421993351242,,,[2.801553333661283],[117.01615734  44.16345767   1.        ],1,20,1.5009387332820356,0.0438337557864034,0.6384277534374044,39.11955977988994,10.505252626313156,0.02498037622904,good,False,False,False,True,7.339892582685835,1.101164284783722,49.0
PT1,1.80887998247122,35.80020070351468,0.0,0.0,,,[1.80887998247122],"[35.80020070351468, 1]",1,20,2.599086841590624,0.1972888147810044,0.1994010832292201,25.112556278139067,6.4032016008004,0.1077700864488462,good,True,False,False,False,7.637548082958053,2.3458479918455577,49.0
PT1,1.0364967339315312,23.071540974035045,0.0,0.0,,,[1.0364967339315312],"[23.071540974035045, 1]",1,20,2.9160512025619587,0.4280325370365776,0.5270215320255323,19.409704852426213,5.60280140070035,0.1553812578672301,good,True,False,False,False,6.367688355941898,2.5509040693368146,49.0
PT1+Td,2.2824876456882848,21.84694668409361,0.0,1.6074837873144436,,,[2.2824876456882848],"[21.846946684093606, 1]",1,20,1.114265995254201,0.7415337224996987,0.4212155604653688,10.40520260130065,3.601800900450225,0.410431722036326,good,False,True,False,False,8.587562017320263,-3.733087680252288,49.0
PT1+Td,1.010535772599394,27.33573528800875,0.0,4.585073729331435,,,[1.010535772599394],"[27.33573528800875, 1]",1,20,0.7355362196145185,0.3794767052056487,0.6136476035722347,25.81290645322661,9.704852426213106,0.4189309545044716,good,False,True,False,False,7.981671176606873,2.4112552591230685,49.0
PT2,1.0369326111533828,8.17495901085449,17.8923798141116,0.0,,,[1.0369326111533828],[146.26947159  26.06733882   1.        ],1,20,1.6565585237146632,0.0515610361546972,0.6418137302213026,39.81990995497748,16.408204102051023,0.0,good,False,False,True,False,6.748894593699288,0.5113745517355158,49.0
PT1,0.7409189348486862,22.7789964152686,0.0,0.0,,,[0.7409189348486862],"[22.778996415268598, 1]",1,20,0.8902656003377075,0.3435349782002691,0.8604635255059969,29.31465732866433,10.905452726363182,0.3250198329021004,good,True,False,False,False,7.854463932279804,1.6101605466348854,49.0
PT2,1.4340838021052076,2.298602777175112,48.51245502758161,0.0,,,[1.4340838021052076],[111.51086385  50.8110578    1.        ],1,20,2.6598209185927404,0.6462611937500103,0.5513259675589993,20.71035517758879,7.903951975987994,0.5790517559348675,good,False,False,True,False,8.484092783238067,3.7882650002966463,49.0
PT1,0.5176179424930203,24.372396994999505,0.0,0.0,,,[0.5176179424930203],"[24.372396994999505, 1]",1,20,2.0235915285308157,0.5204985565349061,0.9132138594222524,28.51425712856428,10.105052526263131,0.2778448405377723,good,True,False,False,False,7.8996173958824185,1.774554143466756,49.0
PT1,1.2817293348456895,4.705921793657383,0.0,0.0,,,[1.2817293348456897],"[4.705921793657383, 1]",1,20,1.5413081212405668,0.9780604180662013,0.272725143790155,5.60280140070035,1.7008504252126062,0.1411988665736054,good,True,False,False,False,9.210440366976517,-7.746629242176448,49.0
PT2+Td,2.105152954385638,31.74980320925684,15.43329401309873,2.03273107923446,,,[2.105152954385638],[490.00404779  47.18309722   1.        ],1,20,0.6293525350987007,0.0337104727294945,0.1666163302771073,66.83341670835418,28.314157078539267,0.2558940339199914,good,False,False,False,True,5.56561719994832,0.13062975906298213,49.0
PT1,2.967726377863883,2.478101826083109,0.0,0.0,,,[2.967726377863883],"[2.478101826083109, 1]",1,20,1.4576478525179777,0.6112154757499932,0.3696070622082568,4.702351175587793,0.6003001500750375,0.006899722762317,good,True,False,False,False,6.147380354384643,-0.9274362019987331,49.0
PT1,1.4819901320299576,9.55963536150791,0.0,0.0,,,[1.4819901320299576],"[9.55963536150791, 1]",1,20,2.357303124805462,0.6418413830382728,0.5973673603093661,8.704352176088044,2.301150575287644,0.1085902470550701,good,True,False,False,False,8.842524984209755,3.938127024510215,49.0
PT2+Td,1.5441568909259136,6.013768321983774,25.909181489189088,2.1853055501470218,,,[1.5441568909259136],[155.81181489  31.92294981   1.        ],1,20,2.185084585966565,0.3806651831245417,0.7967762275806358,21.31065532766383,8.604302151075537,0.6206127832791546,good,False,False,False,True,8.271166267924205,3.450794613085308,49.0
PT1+Td,0.6879664802294617,46.39958140674671,0.0,1.8766828335669297,,,[0.6879664802294617],"[46.399581406746705, 1]",1,20,1.2593584105449809,0.5195224835573429,0.1994037633757348,34.21710855427714,12.8064032016008,0.4815224384888651,good,False,True,False,False,7.703713158492435,1.2856321288118955,49.0
PT2,1.9354044589288013,9.11251101576382,4.3221063664922825,0.0,,,[1.9354044589288015],[39.38524188 13.43461738  1.        ],1,20,2.7601934502561623,0.9115735642003722,0.2516719485215892,8.204102051025512,3.301650825412706,0.7725962042579174,good,False,False,True,False,9.210440366976517,0.8666856927851563,49.0
PT1+Td,1.7514881455968512,49.54028708948262,0.0,1.858120476898508,,,[1.7514881455968512],"[49.54028708948262, 1]",1,20,1.9582086894604405,0.5464557952995309,0.1284478429544694,19.90995497748874,6.703351675837919,0.3930988420651214,good,False,True,False,False,7.522686169454749,3.2879330326896046,49.0
PT2,0.9801179097139128,13.622769862713538,4.827311079767958,0.0,,,[0.9801179097139128],[65.7613479  18.45008094  1.        ],1,20,1.6344764599036548,0.46811452377363,0.7244867182443545,19.10955477738869,7.803901950975487,0.5931396589279996,good,False,False,True,False,8.264751644818865,3.6724233687140946,49.0
PT2,1.694359762395885,44.09615956215549,5.47825270482878,0.0,,,[1.694359762395885],[241.56990539  49.57441227   1.        ],1,20,2.7718768168325068,0.3114223406338053,0.8925217287269837,25.112556278139067,9.804902451225612,0.5189918487261831,good,False,False,True,False,8.243798966418444,2.3869007367042996,49.0
PT2+Td,2.035365545243546,38.20346731117047,14.855287763906572,3.366991882171761,,,[2.035365545243546],[567.52350049  53.05875508   1.        ],1,20,2.7654641551160672,0.179473350926403,0.9863373970898384,31.915957978989493,12.30615307653827,0.6874506085972153,good,False,False,False,True,7.874138293574578,1.5611753076379553,49.0
PT1+Td,2.1578018790208766,43.34995801117088,0.0,4.998853508213489,,,[2.1578018790208766],"[43.34995801117088, 1]",1,20,0.977272975116346,0.0874246139239006,0.7573446217931713,43.2216108054027,13.30665332666333,0.1866480218043949,good,False,True,False,False,7.280685090944418,0.9799675887346525,49.0
PT1+Td,1.0961527570827332,41.18086474960205,0.0,3.608383141917694,,,[1.0961527570827332],"[41.18086474960205, 1]",1,20,2.6308725718873944,0.2402145180229458,0.9914746039641152,34.11705852926463,10.005002501250624,0.1738448446675256,good,False,True,False,False,7.626038719933793,1.5643077584340055,49.0
PT2,1.7637796277349125,29.06280551061668,18.64286831123635,0.0,,,[1.7637796277349123],[541.81405589  47.70567382   1.        ],1,20,2.9795962596947736,0.0614178683787823,0.9898688667414546,33.216608304152075,14.207103551775887,0.2603596510672664,good,False,False,True,False,7.322526127338224,0.8621252632371373,49.0
PT1+Td,1.0386591594654375,33.41721894119413,0.0,1.814717115448136,,,[1.0386591594654377],"[33.41721894119413, 1]",1,20,0.8688021105632333,0.8778123309745534,0.2372754623431252,18.309154577288645,6.903451725862931,0.5848577311104033,good,False,True,False,False,7.265314722748815,3.7213124889850424,49.0
PT1,2.8083081233259124,20.384215855737835,0.0,0.0,,,[2.8083081233259124],"[20.384215855737835, 1]",1,20,2.9986606073711566,0.4207504330670516,0.628393975869667,9.90495247623812,2.2011005502751373,0.0880827681393915,good,True,False,False,False,8.79564430716449,2.2705646636767782,49.0
PT2,0.9283762250873366,6.261797455616551,21.513431649328144,0.0,,,[0.9283762250873366],[134.71275156  27.7752291    1.        ],1,20,2.5880006478265103,0.2977147280286035,0.8952712743629998,25.712856428214103,10.40520260130065,0.4002444543308996,good,False,False,True,False,8.025362695835025,1.9406820542517786,49.0
PT2,2.1182355233884174,37.54560328650537,8.798604122282818,0.0,,,[2.1182355233884174],[330.34889985  46.34420741   1.        ],1,20,2.900303729982795,0.2082158600723364,0.7513802298788334,24.312156078039017,9.704852426213106,0.5080962418037541,good,False,False,True,False,8.228359551886284,2.410021669638659,49.0
PT1+Td,1.5101732144958122,45.00489829408588,0.0,1.1829810587083291,,,[1.5101732144958122],"[45.004898294085876, 1]",1,20,1.9729259486235944,0.2581843538514055,0.7344897955846567,29.514757378689342,9.204602301150574,0.248332351541941,good,False,True,False,False,7.9042958487497765,1.9611544392832454,49.0
PT2,1.1768666790526012,24.932590588760064,14.732730065017476,0.0,,,[1.1768666790526012],[367.32512697  39.66532065   1.        ],1,20,0.938581653718658,0.0279241822811162,0.679293148687686,92.34617308654326,32.71635817908954,0.0,good,False,False,True,False,4.898021777364061,0.06710461487570252,49.0
PT1,1.8328851038871783,14.97534836770712,0.0,0.0,,,[1.8328851038871785],"[14.97534836770712, 1]",1,20,0.8504771287856528,0.9765297200740268,0.0125611940827631,8.404202101050524,3.1015507753876936,0.4702929102583332,good,True,False,False,False,9.210440366976517,0.1883857542108759,49.0
PT2,1.9899018440076572,8.108093352990672,29.695887876341367,0.0,,,[1.9899018440076575],[240.7770311   37.80398123   1.        ],1,20,2.6507338141986083,0.1760409574265875,0.0499435766238029,22.71135567783892,9.30465232616308,0.4327995230376164,good,False,False,True,False,8.183624732160524,2.4897488764358946,49.0
PT1+Td,0.6543911401126957,17.25486307712456,0.0,1.9543442501376864,,,[0.6543911401126957],"[17.25486307712456, 1]",1,20,2.633952928467074,0.4580191256424298,0.8703130602317788,22.211105552776388,6.803401700850425,0.1444651592739089,good,False,True,False,False,7.25257141171031,2.2597359910128394,49.0
PT2,0.9974805467557276,10.16451404936893,35.45690450096202,0.0,,,[0.9974805467557277],[360.40220395  45.62141855   1.        ],1,20,2.2662571951554407,0.1873588738436777,0.1631624914103667,41.82091045522761,17.10855427713857,0.4657315820075053,good,False,False,True,False,6.964207228609769,0.5393324261198988,49.0
PT2+Td,0.969876055452102,6.9506908030193575,25.71673361172549,3.625989748558438,,,[0.969876055452102],[178.7490638   32.66742441   1.        ],1,20,2.930719322599828,0.5269587311661024,0.4672096750345706,24.0120060030015,9.504752376188094,0.7694604654589099,good,False,False,False,True,8.276144609868627,3.009175214017901,49.0
PT1+Td,0.9607602609872476,1.6281696484166477,0.0,4.3246187027710645,,,[0.9607602609872476],"[1.6281696484166477, 1]",1,20,2.8802116652996217,0.6482485880882399,0.5924572845130287,165.28264132066033,0.80040020010005,4.44089209850063e-16,good,False,True,False,False,6.433238484311033,1.3197083797027827,49.0
PT1,0.8694015124633965,29.054494909231213,0.0,0.0,,,[0.8694015124633965],"[29.054494909231213, 1]",1,20,2.405444438355674,0.855521335852737,0.8161147746885562,17.90895447723862,6.103051525762881,0.3642132414147536,good,True,False,False,False,7.083977566083457,3.4782046579247026,49.0
PT1,1.8586660220861269,34.5093425842966,0.0,0.0,,,[1.8586660220861269],"[34.5093425842966, 1]",1,20,2.7759562953449937,0.3123528867476517,0.8768060560420118,19.80990495247624,5.202601300650325,0.1515633540822052,good,True,False,False,False,5.04475130389256,2.4871814468040268,49.0
PT2,2.9733967483947525,21.3261498905357,8.318999972968946,0.0,,,[2.9733967483947525],[177.41224036  29.64514986   1.        ],1,20,2.64441482453304,0.026724204111064,0.0795480618416436,15.20760380190095,6.803401700850425,0.209479399897146,good,False,False,True,False,4.909355203009176,2.114330824142106,49.0
PT2+Td,0.7200828419586633,36.11811073995102,1.373204189775617,3.6500318931430016,,,[0.7200828419586633],[49.59754099 37.49131493  1.        ],1,20,2.8544211471784378,0.7041937173730296,0.2461486904409069,24.0120060030015,8.904452226113056,0.4477848032026948,good,False,False,False,True,8.068406773042746,2.727031419230858,49.0
PT1+Td,1.315969098730065,33.65757792243489,0.0,0.6688905700675524,,,[1.315969098730065],"[33.65757792243489, 1]",1,20,0.6672131713625233,0.2240059800548626,0.9315883083431952,32.61630815407704,11.905952976488244,0.3841688454209954,good,False,True,False,False,7.745715057760139,1.3833033763316107,49.0
PT1+Td,0.8429692379128452,45.02353139817363,0.0,0.5351049291777121,,,[0.8429692379128452],"[45.02353139817363, 1]",1,20,0.9131660465435532,0.504179882271435,0.8906792112443945,31.315657828914457,11.605802901450724,0.5568121998685823,good,False,True,False,False,7.901757746630671,1.555848170006974,49.0
PT1+Td,0.5023112694025709,49.66719463215322,0.0,2.122265748710721,,,[0.5023112694025709],"[49.66719463215322, 1]",1,20,2.071047327166798,0.0725313454025579,0.9884894268054268,128.56428214107052,37.61880940470235,0.0314114719972936,good,False,True,False,False,4.677433576870543,0.06024441716954576,49.0
PT2,0.5043186255429167,9.12824051478314,26.46199453216252,0.0,,,[0.5043186255429167],[241.55145059  35.59023505   1.        ],1,20,0.5926663702061137,0.1078324967695291,0.0130863342723435,79.63981990995497,34.817408704352175,0.3190323510509921,good,False,False,True,False,4.766953822579598,0.05355729905170831,49.0
PT1,0.961016122480933,3.365665635292562,0.0,0.0,,,[0.961016122480933],"[3.365665635292562, 1]",1,20,1.4659119857809206,0.3799428956952253,0.2390217265571392,134.8674337168584,2.6013006503251623,1.4432899320127057e-15,good,True,False,False,False,7.416015432475636,1.5525907668707328,49.0
PT1,0.5492385643447513,10.910917609999148,0.0,0.0,,,[0.5492385643447513],"[10.910917609999148, 1]",1,20,2.765807013090812,0.3185577756675335,0.9827933136552148,30.61530765382691,6.703351675837919,0.0156521074658967,good,True,False,False,False,7.461665160210871,1.805257981196017,49.0
PT1+Td,2.2659889363080765,42.89802918575532,0.0,0.3439233623244245,,,[2.2659889363080765],"[42.89802918575532, 1]",1,20,1.8306297046785975,0.399623452097603,0.3839228380764872,18.609304652326163,5.9029514757378685,0.3082841863881593,good,False,True,False,False,6.802511303671149,3.2305349873788645,49.0
PT1,1.7635089799715922,45.000084080234345,0.0,0.0,,,[1.7635089799715922],"[45.000084080234345, 1]",1,20,0.8718732598534558,0.3549441119439148,0.9303494547837828,25.31265632816408,9.104552276138069,0.4652445689416282,good,True,False,False,False,8.288461409148761,2.646227464394775,49.0
PT1+Td,2.950069853367217,11.941198173834064,0.0,0.6277649469662478,,,[2.950069853367217],"[11.941198173834065, 1]",1,20,0.6375841243921472,0.6808209969781006,0.9829882709538188,7.903951975987994,2.6013006503251623,0.357433200590156,good,False,True,False,False,8.761962617701627,15.950391571710343,49.0
PT1+Td,2.5168920469987937,11.224730048362357,0.0,3.6807580812722898,,,[2.5168920469987937],"[11.224730048362357, 1]",1,20,1.618928824302895,0.6062102111033015,0.0895299293844582,7.003501750875437,2.0010005002501248,0.1774252062777902,good,False,True,False,False,6.577511152768248,-0.09763053344098138,49.0
PT1,0.8697872129129748,38.69583939453634,0.0,0.0,,,[0.8697872129129748],"[38.69583939453634, 1]",1,20,1.9700652655205484,0.5041758801088629,0.5497678997459072,27.113556778389192,9.404702351175589,0.3655576095236514,good,True,False,False,False,8.098942371828127,2.1708595730688907,49.0
PT1,2.9312653606522168,15.66682883167686,0.0,0.0,,,[2.9312653606522168],"[15.66682883167686, 1]",1,20,2.0507469255156874,0.5248229688085209,0.8062185844834052,8.504252126063031,2.101050525262631,0.1421582811186533,good,True,False,False,False,8.550208859315477,5.9975568361099025,49.0
PT1+Td,0.9427060405767196,20.32596875048045,0.0,2.5299145603376574,,,[0.9427060405767197],"[20.32596875048045, 1]",1,20,1.298979423878336,0.4057003862314228,0.9015540377354884,21.810905452726363,7.603801900950475,0.2793108516396919,good,False,True,False,False,7.629227553756325,2.6160434620414295,49.0
PT1,0.7414673224803404,18.869921935865765,0.0,0.0,,,[0.7414673224803404],"[18.869921935865765, 1]",1,20,0.7659762703402648,0.1984687293300348,0.2204628419898119,36.01800900450225,13.30665332666333,0.1999364894251887,good,True,False,False,False,7.347230948609238,0.9243576503584209,49.0
